"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"1262";"PT-239";"Train derailment, 13/11/2006, The derailment ocurred as the train was approaching the station (Portugal)";"13/11/2006";"Train derailment";"The derailment ocurred as the train was approaching the station";"Portugal";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1263";"PT-240";"Broken wheels or axles, 06/09/2006, The incident ocurred in open line (Portugal)";"06/09/2006";"Broken wheels or axles";"The incident ocurred in open line";"Portugal";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1264";"PT-241";"Level crossing accident, 01/02/2007, The level crossing is located close to a residential area (Portugal)";"01/02/2007";"Level crossing accident";"The level crossing is located close to a residential area";"Portugal";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;5;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1265";"PT-242";"Level crossing accident, 21/03/2007, The accident ocurred in a level crossing located in a urban area (Portugal)";"21/03/2007";"Level crossing accident";"The accident ocurred in a level crossing located in a urban area";"Portugal";"Notification";"Railway";"Station";"";0;NA;NA;NA;1;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1266";"PT-243";"Level crossing accident, 28/03/2007, Bad visibility froom the left side of the level crossing (house near the LC) (Portugal)";"28/03/2007";"Level crossing accident";"Bad visibility froom the left side of the level crossing (house near the LC)";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1267";"PT-244";"Level crossing accident, 04/04/2007, Location with good visibility. Level crossing located near a residential area (Portugal)";"04/04/2007";"Level crossing accident";"Location with good visibility. Level crossing located near a residential area";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;1;NA;1;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1268";"PT-247";"Train derailment, 20/12/2006, straight line ~4km from the main station of Pampilhosa (Portugal)";"20/12/2006";"Train derailment";"straight line ~4km from the main station of Pampilhosa";"Portugal";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1269";"PT-313";"Level crossing accident, 12/05/2007, Level crossing located in a isolated area with few vehicles crossing (Portugal)";"12/05/2007";"Level crossing accident";"Level crossing located in a isolated area with few vehicles crossing";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1270";"PT-314";"Level crossing accident, 02/06/2007, Level crossing located in a area with a high number of vehicles crossing (Portugal)";"02/06/2007";"Level crossing accident";"Level crossing located in a area with a high number of vehicles crossing";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1271";"PT-315";"Level crossing accident, 05/08/2007, Level crossing located close to a residential area (Portugal)";"05/08/2007";"Level crossing accident";"Level crossing located close to a residential area";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1272";"PT-316";"Level crossing accident, 18/08/2007, Level crossing with good visibility located close to residential area (Portugal)";"18/08/2007";"Level crossing accident";"Level crossing with good visibility located close to residential area";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1273";"PT-317";"Train derailment, 17/08/2007, Derailment in Pampilhosa station (Portugal)";"17/08/2007";"Train derailment";"Derailment in Pampilhosa station";"Portugal";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1274";"PT-318";"Accident to persons caused by RS in motion, 13/06/2007, Programed Works in a open line zone (Portugal)";"13/06/2007";"Accident to persons caused by RS in motion";"Programed Works in a open line zone";"Portugal";"Notification";"Railway";"Line";"";1;NA;NA;NA;0;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1275";"PT-319";"Accident to persons caused by RS in motion, 01/08/2007, Open line with visibility (Portugal)";"01/08/2007";"Accident to persons caused by RS in motion";"Open line with visibility";"Portugal";"Notification";"Railway";"Line";"";1;NA;NA;NA;0;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1276";"PT-441";"Level crossing accident, 11/03/2008, Level crossing located in an urban area (Portugal)";"11/03/2008";"Level crossing accident";"Level crossing located in an urban area";"Portugal";"Final report";"Railway";"Line";"";4;0;4;0;0;0;0;0;0;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1277";"PT-454";"Level crossing accident, 13/04/2008, Linha do Douro - LC Type D - PK 52,560 (Portugal)";"13/04/2008";"Level crossing accident";"Linha do Douro - LC Type D - PK 52,560";"Portugal";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1278";"PT-455";"Trains collision with an obstacle, 04/05/2008, Roundabout (Portugal)";"04/05/2008";"Trains collision with an obstacle";"Roundabout";"Portugal";"Final report";"Metro";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1279";"PT-613";"Train derailment, 06/06/2008, Curve line, localized 2171 from station of Tua (Portugal)";"06/06/2008";"Train derailment";"Curve line, localized 2171 from station of Tua";"Portugal";"Final report";"Railway";"Line";"";0;0;0;0;1;0;0;0;0;2;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1280";"PT-614";"Train derailment, 22/08/2008, A train derailment from 20.400 km station of Tua (Portugal)";"22/08/2008";"Train derailment";"A train derailment from 20.400 km station of Tua";"Portugal";"Final report";"Railway";"Line";"";1;1;0;0;41;41;0;0;0;4;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1281";"PT-618";"Level crossing accident, 12/06/2008, Linha do Oeste - LC Type D - Pk 69,446 (Portugal)";"12/06/2008";"Level crossing accident";"Linha do Oeste - LC Type D - Pk 69,446";"Portugal";"Final report";"Railway";"Line";"";1;0;1;0;1;0;1;0;0;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1282";"PT-724";"Train derailment, 12/02/2007, A train derailment from 6.900 km station of Tua (Portugal)";"12/02/2007";"Train derailment";"A train derailment from 6.900 km station of Tua";"Portugal";"Final report";"Railway";"Line";"";3;1;0;0;2;2;0;0;0;3;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1283";"PT-746";"Accident to persons caused by RS in motion, 08/07/2009, In an urban area, there is a bus stop on the side of the railway line, and people cross the railway line often to go in and out of the bus (Portugal)";"08/07/2009";"Accident to persons caused by RS in motion";"In an urban area, there is a bus stop on the side of the railway line, and people cross the railway line often to go in and out of the bus";"Portugal";"Final report";"Tramway";"Line";"";1;0;0;0;1;0;0;1;0;7;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1284";"PT-75";"Accident to persons caused by RS in motion, 11/07/2006, no indication (Portugal)";"11/07/2006";"Accident to persons caused by RS in motion";"no indication";"Portugal";"Notification";"Railway";"Line";"";1;NA;NA;1;0;NA;NA;NA;0;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1285";"PT-757";"Level crossing accident, 01/09/2009, Passive Level crossing, equiped with static warnings for road side and opened on the Linha do Douro, Km 68,018, Ermesinde/Pocinho, close to the vilage of Baião (Portugal)";"01/09/2009";"Level crossing accident";"Passive Level crossing, equiped with static warnings for road side and opened on the Linha do Douro, Km 68,018, Ermesinde/Pocinho, close to the vilage of Baião";"Portugal";"Final report";"Railway";"Line";"";6;0;6;0;1;0;1;0;0;3;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1286";"PT-76";"Level crossing accident, 18/03/2006, Level crossing is located in the suburb area of Leiria, with a few houses nearby and long distance low visibility for LC users. However when approaching the LC after surpassing the houses, railtrack visibility is good for LC users as it is viewed in a lon (Portugal)";"18/03/2006";"Level crossing accident";"Level crossing is located in the suburb area of Leiria, with a few houses nearby and long distance low visibility for LC users. However when approaching the LC after surpassing the houses, railtrack visibility is good for LC users as it is viewed in a lon";"Portugal";"Notification";"Railway";"Line";"";1;NA;1;NA;0;NA;0;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1287";"PT-77";"Other, 18/05/2006, no indication (Portugal)";"18/05/2006";"Other";"no indication";"Portugal";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1288";"PT-78";"Train derailment, 04/07/2006, Station L.Norte-Pampilhosa (Portugal)";"04/07/2006";"Train derailment";"Station L.Norte-Pampilhosa";"Portugal";"Notification";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1289";"PT-79";"Accident to persons caused by RS in motion, 06/07/2006, Norte Miramar, passenger access to platform (Portugal)";"06/07/2006";"Accident to persons caused by RS in motion";"Norte Miramar, passenger access to platform";"Portugal";"Final report";"Railway";"Station";"";1;0;1;0;0;0;0;0;0;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1290";"PT-962";"Train derailment, 16/07/2010, Site of Valega, Km 297.200 of the main line Lisbon to Porto, between stations of Ovar and Estarreja (Portugal)";"16/07/2010";"Train derailment";"Site of Valega, Km 297.200 of the main line Lisbon to Porto, between stations of Ovar and Estarreja";"Portugal";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Instituto Nacional do Transporte Ferroviario (NIB)"
"1291";"RO-0119";"Level crossing accident, 05/07/2012, IL Caragiale (Romania)";"05/07/2012";"Level crossing accident";"IL Caragiale";"Romania";"Final report";"Railway";"Line";"Single track";2;0;2;0;2;0;2;0;0;5;"Romanian Railway Investigation Body"
"1292";"RO-0120";"Fire in RS, 02.08.2012, open line Costesti - Parvu (Romania)";"02/08/2012";"Fire in RS";"open line Costesti - Parvu";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1293";"RO-0222";"Train derailment, 19/08/2012, Zalau Nord - Mirsid (Romania)";"19/08/2012";"Train derailment";"Zalau Nord - Mirsid";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1294";"RO-0223";"Train derailment, 30/08/2012, Bucuresti Triaj (Romania)";"30/08/2012";"Train derailment";"Bucuresti Triaj";"Romania";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1295";"RO-0225";"Train derailment, 02.09.2012, Barbosi Triaj (Romania)";"02/09/2012";"Train derailment";"Barbosi Triaj";"Romania";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;1;"Romanian Railway Investigation Body"
"1296";"RO-0226";"Train derailment, 9/2/2012, Bucurestii Noi (Romania)";"02/09/2012";"Train derailment";"Bucurestii Noi";"Romania";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1297";"RO-0321";"Train derailment, 9/28/2012, Targu Jiu station (Romania)";"28/09/2012";"Train derailment";"Targu Jiu station";"Romania";"Final report";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1298";"RO-0322";"Train derailment, 10/2/2012, open line Popesti Valcea - Copaceni (Romania)";"02/10/2012";"Train derailment";"open line Popesti Valcea - Copaceni";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1299";"RO-0342";"Train derailment, 10/12/2012, km 106+700, open line Praid - Sovata (Romania)";"12/10/2012";"Train derailment";"km 106+700, open line Praid - Sovata";"Romania";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1300";"RO-0391";"Train derailment, 28.10.2012, Gataia station (Romania)";"28/10/2012";"Train derailment";"Gataia station";"Romania";"Notification";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1301";"RO-0417";"Train derailment, 2012-11-12, open line between Lupeni Tehnic and Vulcan station (Romania)";"12/11/2012";"Train derailment";"open line between Lupeni Tehnic and Vulcan station";"Romania";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1302";"RO-0569";"Train derailment, 12/22/2012, Pui station (Romania)";"22/12/2012";"Train derailment";"Pui station";"Romania";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1303";"RO-0636";"Train derailment, 2012-12-30, Petrosani station (Romania)";"30/12/2012";"Train derailment";"Petrosani station";"Romania";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1304";"RO-0815";"Train derailment, 2/2/2013, Pui station (Romania)";"02/02/2013";"Train derailment";"Pui station";"Romania";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1305";"RO-0826";"Train derailment, 05.02.2013, Copaceni (Romania)";"05/02/2013";"Train derailment";"Copaceni";"Romania";"Notification";"Railway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1306";"RO-1017";"Track buckles, 25/10/2010, Between Copaceni and Popesti Valcea railway stations at km 21+900, on the Regional Railway Bounty Craiova (Romania)";"25/10/2010";"Track buckles";"Between Copaceni and Popesti Valcea railway stations at km 21+900, on the Regional Railway Bounty Craiova";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Romanian Railway Investigation Body"
"1307";"RO-1019";"Fire in RS, 02/11/2010, Open line between Veresti and Bucecea railway stations belongs to Iasi Railway County on the north - east of the Romanian Railway Network. (Romania)";"02/11/2010";"Fire in RS";"Open line between Veresti and Bucecea railway stations belongs to Iasi Railway County on the north - east of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"Romanian Railway Investigation Body"
"1308";"RO-1022";"Train derailment, 15/11/2010, Galateni station belongs to Craiova Railway County, on the south of the Romanian Railway Network. (Romania)";"15/11/2010";"Train derailment";"Galateni station belongs to Craiova Railway County, on the south of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Romanian Railway Investigation Body"
"1309";"RO-1030";"Train derailment, 17/11/2010, Open line between Metro stations Piata Unirii and Timpuri Noi belongs to SC TMB METROREX SA from Bucharest. (Romania)";"17/11/2010";"Train derailment";"Open line between Metro stations Piata Unirii and Timpuri Noi belongs to SC TMB METROREX SA from Bucharest.";"Romania";"Final report";"Metro";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1310";"RO-1031";"Train derailment, 25/11/2010, Open line Chileni Voslobeni belongs to Brasov Railway County on the center of the Romanian Railway network. (Romania)";"25/11/2010";"Train derailment";"Open line Chileni Voslobeni belongs to Brasov Railway County on the center of the Romanian Railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1311";"RO-1052";"Trains collision, 09/12/2010, Open line I Valea Seaca - Bacau belongs to Iasi Railway County on the East of the Romanian Railway Network. (Romania)";"09/12/2010";"Trains collision";"Open line I Valea Seaca - Bacau belongs to Iasi Railway County on the East of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Romanian Railway Investigation Body"
"1312";"RO-1061";"Fire in RS, 24/12/2010, Open line II between Chitila and Bucuresti Nord railway stations belongs to Bucharest Railway County on the south of the Romanian Railway Network. (Romania)";"24/12/2010";"Fire in RS";"Open line II between Chitila and Bucuresti Nord railway stations belongs to Bucharest Railway County on the south of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Romanian Railway Investigation Body"
"1313";"RO-1062";"Train derailment, 31.12.2010, Sinaia station belongs to Bucharest Railway County on the south of Romanian Railway Network (Romania)";"31/12/2010";"Train derailment";"Sinaia station belongs to Bucharest Railway County on the south of Romanian Railway Network";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1314";"RO-1066";"Train derailment, 2011-01-07, Pajura station belongs to Bucharest Railway County on the south of Romanian Railway Network (Romania)";"07/01/2011";"Train derailment";"Pajura station belongs to Bucharest Railway County on the south of Romanian Railway Network";"Romania";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1315";"RO-1081";"Train derailment, 13/01/2011, Dej Triaj station belongs to Cluj Railway County on the center of Romanian Railway Network. (Romania)";"13/01/2011";"Train derailment";"Dej Triaj station belongs to Cluj Railway County on the center of Romanian Railway Network.";"Romania";"Final report";"Railway";"Marshalling yard";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1316";"RO-1082";"Train derailment, 2011-01-19, Bucuresti Triaj belongs to Bucharest Railway County on the south of Romanian Railway Network. (Romania)";"19/01/2011";"Train derailment";"Bucuresti Triaj belongs to Bucharest Railway County on the south of Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1317";"RO-1088";"Train derailment, 2011-01-28, Vulcan station belongs to Timisoara Railway County, on the west of the Romanian Railway Network. (Romania)";"28/01/2011";"Train derailment";"Vulcan station belongs to Timisoara Railway County, on the west of the Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1318";"RO-1090";"Train derailment, 08/02/2011, Capu Midia station belongs to noninteroperable line P1 Capu Midia - Capu Midia, on the east of Romanian Railway Network. (Romania)";"08/02/2011";"Train derailment";"Capu Midia station belongs to noninteroperable line P1 Capu Midia - Capu Midia, on the east of Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1319";"RO-1096";"Train derailment, 2011-02-15, Valea Alba station belongs to Craiova Railway County, on the west of the Romanian Railway Network (Romania)";"15/02/2011";"Train derailment";"Valea Alba station belongs to Craiova Railway County, on the west of the Romanian Railway Network";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1320";"RO-1097";"Train derailment, 21/02/2011, Corabia station belongs to noninteroperable line Caracal - Corabia, on the south of Romanian Railway Network. (Romania)";"21/02/2011";"Train derailment";"Corabia station belongs to noninteroperable line Caracal - Corabia, on the south of Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1321";"RO-1108";"Broken rails, 03/03/2011, Open line Orbeni - Faraoani belongs to Iasi Railway County on the east of Romanian Railway Network. (Romania)";"03/03/2011";"Broken rails";"Open line Orbeni - Faraoani belongs to Iasi Railway County on the east of Romanian Railway Network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"Romanian Railway Investigation Body"
"1322";"RO-1117";"Train derailment, 01/04/2011, Chisineu Cris station belongs to Timisoara Railway County in the west of Romanian Railway network. (Romania)";"01/04/2011";"Train derailment";"Chisineu Cris station belongs to Timisoara Railway County in the west of Romanian Railway network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Romanian Railway Investigation Body"
"1323";"RO-1122";"Train derailment, 18.04.2011, Jianca station belongs to Craiova Railway County on the south of the romanian railway network. (Romania)";"18/04/2011";"Train derailment";"Jianca station belongs to Craiova Railway County on the south of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;1;"Romanian Railway Investigation Body"
"1324";"RO-1138";"Fire in RS, 11/05/2011, Open line II Merisor - Banita belongs to Timisoara Railway County,on the west of the romanian railway network. (Romania)";"11/05/2011";"Fire in RS";"Open line II Merisor - Banita belongs to Timisoara Railway County,on the west of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"Romanian Railway Investigation Body"
"1325";"RO-1139";"Fire in RS, 17/05/2011, Open line II Nucet - Titu belongs to Bucharest Railway County, on the west of the romanian railway network. (Romania)";"17/05/2011";"Fire in RS";"Open line II Nucet - Titu belongs to Bucharest Railway County, on the west of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Romanian Railway Investigation Body"
"1326";"RO-1141";"Train derailment, 20/05/2011, Gheorgheni railway station belongs to Brasov Railway County on the center of romanian railway network. (Romania)";"20/05/2011";"Train derailment";"Gheorgheni railway station belongs to Brasov Railway County on the center of romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1327";"RO-1145";"Fire in RS, 25/05/2011, Open line Constanta Marfuri - Navodari belongs to noninteroperable line Palas - Navodari on the east of romanian railway network. (Romania)";"25/05/2011";"Fire in RS";"Open line Constanta Marfuri - Navodari belongs to noninteroperable line Palas - Navodari on the east of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"Romanian Railway Investigation Body"
"1328";"RO-1161";"Fire in RS, 06/06/2011, Open line Ineu - Bocsig belongs to Timisoara Railway County on the west of romanian railway network. (Romania)";"06/06/2011";"Fire in RS";"Open line Ineu - Bocsig belongs to Timisoara Railway County on the west of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1329";"RO-1167";"Train derailment, 19.06.2011, Open line Predeal - Timisul de Sus belongs Brasov Railway County in the center of romanian railway network. (Romania)";"19/06/2011";"Train derailment";"Open line Predeal - Timisul de Sus belongs Brasov Railway County in the center of romanian railway network.";"Romania";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1330";"RO-1189";"Train derailment, 09/07/2011, open line Podu Iloaiei - Sarca belongs Iasi Railway County in the east of romanian railway network (Romania)";"09/07/2011";"Train derailment";"open line Podu Iloaiei - Sarca belongs Iasi Railway County in the east of romanian railway network";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1331";"RO-1190";"Fire in RS, 2011-07-21, Open line Peris Buftea, belongs to Bucharest Railway County on the south of romanian railway network (Romania)";"21/07/2011";"Fire in RS";"Open line Peris Buftea, belongs to Bucharest Railway County on the south of romanian railway network";"Romania";"Final report";"Railway";"Line";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1332";"RO-1208";"Train derailment, 27.07.2011, Câmpia Turzii station belongs to Cluj Railway County in the north-west of Romanian Railway Network. (Romania)";"27/07/2011";"Train derailment";"Câmpia Turzii station belongs to Cluj Railway County in the north-west of Romanian Railway Network.";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1333";"RO-1217";"Train derailment, 16/08/2011, Open line Meri - Lainici belongs to Craiova Railway County on the west of romanian railway network. (Romania)";"16/08/2011";"Train derailment";"Open line Meri - Lainici belongs to Craiova Railway County on the west of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1334";"RO-1218";"Train derailment, 17/08/2011, Dej station belongs to Cluj Railway County on the center of romanian railway network. (Romania)";"17/08/2011";"Train derailment";"Dej station belongs to Cluj Railway County on the center of romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1335";"RO-1222";"Fire in RS, 2011-08-22, Barabant railway station belongs to Brasov Railway County on the center of the romanian railway network. (Romania)";"22/08/2011";"Fire in RS";"Barabant railway station belongs to Brasov Railway County on the center of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1336";"RO-1241";"Fire in RS, 2011-09-22, Open line Turdas - Orastie belongs to Timisoara Railway County on the west of romanian railway network. (Romania)";"22/09/2011";"Fire in RS";"Open line Turdas - Orastie belongs to Timisoara Railway County on the west of romanian railway network.";"Romania";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1337";"RO-1251";"Fire in RS, 29.09.2011, Open line Pui - Baru Mare belongs to Timisoara Railway County on the west of romanian railway network. (Romania)";"29/09/2011";"Fire in RS";"Open line Pui - Baru Mare belongs to Timisoara Railway County on the west of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;0;0;0;NA;0;0;0;0;0;"Romanian Railway Investigation Body"
"1338";"RO-1252";"Train derailment, 2011-10-02, Valea Alba station belongs to Craiova Railway County in the south of romanian railway network. (Romania)";"02/10/2011";"Train derailment";"Valea Alba station belongs to Craiova Railway County in the south of romanian railway network.";"Romania";"Final report";"Railway";"Station";"";0;0;0;0;0;0;0;0;0;0;"Romanian Railway Investigation Body"
"1339";"RO-1266";"Fire in RS, 10/10/2011, Open line Baru Mare - Crivadia belongs to Timisoara Railway County on the west of romanian railway network. (Romania)";"10/10/2011";"Fire in RS";"Open line Baru Mare - Crivadia belongs to Timisoara Railway County on the west of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1340";"RO-1273";"Train derailment, 20/10/2011, Dragos Voda station belongs to Constanta Railway County, on the south-east of the romanian railway network. (Romania)";"20/10/2011";"Train derailment";"Dragos Voda station belongs to Constanta Railway County, on the south-east of the romanian railway network.";"Romania";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1341";"RO-1283";"Train derailment, 15/11/2011, Open line Valea Alba - Drobeta Turnu Severin Marfuri belongs to Craiova Railway County on the west of the romanian railway network. (Romania)";"15/11/2011";"Train derailment";"Open line Valea Alba - Drobeta Turnu Severin Marfuri belongs to Craiova Railway County on the west of the romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
"1342";"RO-1303";"Train derailment, 02/12/2011, Open line Cosbuc - Salva belongs to Cluj Railway County on the north of romanian railway network. (Romania)";"02/12/2011";"Train derailment";"Open line Cosbuc - Salva belongs to Cluj Railway County on the north of romanian railway network.";"Romania";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Romanian Railway Investigation Body"
